customer_id,first_name,last_name,gender,birth_year,customer_segment,kyc_status,signup_date,acquisition_channel,home_governorate,home_city
C019646,Fady,Mostafa,Male,1990,Mass,Verified,2024-10-16,Agent Network,Giza,Imbaba
C019647,Farah,Kamal,Female,2006,Youth,Verified,2023-05-16,Referral,Alexandria,Borg El Arab
C019648,Salma,Fouad,Female,1983,Mass,Verified,2024-07-13,Merchant Referral,Damietta,Faraskour - Central
C019649,Dina,Ashraf,Female,1981,Mass,Verified,2025-02-24,Organic,Giza,Imbaba
C019650,Peter,Sayed,Male,1977,Affluent,Verified,2022-05-26,Agent Network,Giza,Mohandessin - Central
C019651,Mariam,Ibrahim,Female,1991,Mass,Verified,2022-07-30,Referral,Beheira,Rashid
C019652,Tarek,Shawky,Male,2002,Youth,Verified,2026-05-01,Paid Social,Giza,6th of October
C019653,Ziad,Shawky,Male,1998,Youth,Verified,2022-01-08,Organic,Alexandria,Stanley
C019654,Ali,Sayed,Male,1986,Mass,Verified,2024-07-15,Agent Network,Gharbia,Kafr El Zayat - Central
C019655,Aya,Ahmed,Female,1970,Affluent,Verified,2022-01-01,Referral,Giza,Mohandessin - Central
C019656,Dina,Rizk,Female,1982,Affluent,Verified,2024-03-31,Merchant Referral,Red Sea,Marsa Alam
C019657,Ahmed,Mostafa,Male,1992,Mass,Verified,2024-12-05,Organic,Alexandria,Sidi Gaber
C019658,Ahmed,Eid,Male,1980,Affluent,Verified,2024-12-23,Agent Network,Sharqia,Minya Al Qamh
C019659,Mohamed,Mahmoud,Male,2007,Youth,Verified,2025-10-15,Organic,Ismailia,Fayed - Central
C019660,Ali,Saad,Male,2004,Youth,Verified,2024-11-15,Corporate Campaign,Cairo,Mokattam - Central
C019661,Ahmed,Soliman,Male,1985,Mass,Verified,2022-10-24,Agent Network,Dakahlia,Aga - Central
C019662,Tarek,Ahmed,Male,1983,Mass,Verified,2022-09-01,Referral,Cairo,Nasr City - Central
C019663,Mohamed,Mahmoud,Male,1994,Mass,Verified,2023-03-11,Organic,Alexandria,Agami
C019664,Ibrahim,Rizk,Male,1995,Mass,Verified,2022-03-03,Agent Network,Damietta,Ras El Bar
C019665,Youssef,Mansour,Male,2001,Youth,Verified,2023-12-29,Agent Network,Giza,Faisal - Central
C019666,Ibrahim,Sayed,Male,1995,Affluent,Verified,2022-06-11,Agent Network,Cairo,Ain Shams
C019667,Rana,Shawky,Female,1995,Mass,Verified,2022-09-24,Referral,Sharqia,Minya Al Qamh
C019668,Ziad,Abdelrahman,Male,1987,Mass,Verified,2024-05-06,Referral,Cairo,Nasr City - Central
C019669,Ziad,Mostafa,Male,1982,Mass,Verified,2023-10-11,Agent Network,Dakahlia,Belqas
C019670,Aya,Helmy,Female,1997,Mass,Verified,2025-11-29,Referral,Cairo,Downtown - Central
C019671,Youssef,Samir,Male,2004,Youth,Verified,2022-01-09,Organic,Gharbia,Zefta - Central
C019672,Ibrahim,Ibrahim,Male,1994,Mass,Verified,2022-07-21,Agent Network,Alexandria,Stanley - Central
C019673,Menna,Helmy,Female,1985,Affluent,Verified,2023-07-14,Referral,Alexandria,Agami - Central
C019674,Fady,Saad,Male,1975,Mass,Verified,2022-08-30,Organic,Qena,Nag Hammadi
C019675,Menna,Sayed,Female,1986,Mass,Verified,2025-12-18,Organic,Matrouh,El Alamein
C019676,Dina,Shawky,Female,1983,Mass,Verified,2023-05-07,Organic,Cairo,Maadi - Central
C019677,Mina,Samir,Male,1998,Youth,Verified,2022-07-29,Referral,Fayoum,Sinnuris
C019678,Mina,Ali,Male,1983,Mass,Verified,2023-06-24,Paid Social,Alexandria,Smouha
C019679,Maya,Saad,Female,1985,Mass,Verified,2023-01-09,Organic,Cairo,Nasr City
C019680,Menna,Shawky,Female,2004,Youth,Verified,2024-06-22,Referral,Dakahlia,Belqas - Central
C019681,Salma,Mostafa,Female,1981,Mass,Verified,2022-07-21,Referral,Kafr El Sheikh,Desouk - Central
C019682,Mina,Salah,Male,2002,Youth,Verified,2023-07-20,Referral,Sharqia,Minya Al Qamh - Central
C019683,Maya,Sayed,Female,1983,Mass,Verified,2026-03-20,Paid Social,Giza,Sheikh Zayed - Central
C019684,Youssef,Ibrahim,Male,1980,Affluent,Verified,2024-02-03,Organic,Aswan,Edfu
C019685,Mona,Ali,Female,1996,Youth,Verified,2022-06-24,Organic,Cairo,Downtown
C019686,Khaled,Ashraf,Male,1993,Mass,Pending Review,2025-11-17,Referral,Giza,Sheikh Zayed - Central
C019687,Omar,Fouad,Male,2003,Youth,Verified,2024-08-25,Organic,Kafr El Sheikh,Kafr El Sheikh - Central
C019688,Ali,Ashraf,Male,1988,Affluent,Verified,2025-03-02,Corporate Campaign,Assiut,New Assiut - Central
C019689,Aya,Helmy,Female,2000,Youth,Verified,2022-07-15,Organic,Giza,Imbaba
C019690,Heba,Salah,Female,2003,Youth,Verified,2023-04-03,Merchant Referral,Kafr El Sheikh,Kafr El Sheikh - Central
C019691,Rania,Gaber,Female,1980,Mass,Verified,2023-05-09,Agent Network,Giza,Haram - Central
C019692,Tarek,Fouad,Male,2004,Youth,Verified,2025-05-19,Paid Social,Ismailia,Qantara
C019693,Mostafa,Soliman,Male,1986,Mass,Verified,2023-08-07,Merchant Referral,Monufia,Menouf - Central
C019694,Karim,Fathy,Male,1980,Affluent,Verified,2026-01-10,Unknown,Assiut,New Assiut - Central
C019695,Peter,Mahmoud,Male,1991,Mass,Verified,2026-06-07,Merchant Referral,Cairo,New Cairo - Central
C019696,Nour,Rizk,Female,1989,Mass,Verified,2025-12-06,Agent Network,Cairo,Downtown
C019697,Ahmed,Hassan,Male,2003,Youth,Verified,2022-06-11,Organic,Cairo,Ain Shams - Central
C019698,Sherif,Nassar,Male,1986,Mass,Verified,2024-03-07,Agent Network,Qalyubia,Obour
C019699,Nada,Shawky,Female,1977,Mass,Verified,2026-02-28,Organic,Assiut,New Assiut - Central
C019700,Khaled,Samir,Male,1983,Microbusiness,Verified,2024-10-08,Referral,Alexandria,Agami
C019701,Rania,Farag,Female,1996,Mass,Verified,2025-06-02,Organic,Giza,Sheikh Zayed
C019702,Yassin,Samir,Male,1974,Affluent,Verified,2024-05-18,Organic,Minya,Beni Mazar
C019703,Yassin,Salah,Male,1981,Mass,Verified,2024-01-05,Paid Social,Alexandria,Miami - Central
C019704,Esraa,Ibrahim,Female,2002,Youth,Verified,2023-11-23,Corporate Campaign,Giza,Imbaba - Central
C019705,Heba,Ibrahim,Female,2007,Youth,Verified,2022-11-23,Agent Network,Qena,Nag Hammadi
C019706,Mariam,Helmy,Female,1989,Mass,Verified,2023-10-10,Corporate Campaign,Alexandria,Miami - Central
C019707,Youssef,Ahmed,Male,1999,Youth,Verified,2024-05-09,Referral,Aswan,Aswan
C019708,Mahmoud,Nassar,Male,1991,Mass,Verified,2023-08-12,Merchant Referral,Fayoum,Sinnuris
C019709,Tarek,Fathy,Male,1997,Mass,Verified,2024-11-04,Organic,Cairo,Downtown - Central
C019710,Youssef,Helmy,Male,1977,Mass,Verified,2024-06-23,Referral,Qalyubia,Banha - Central
C019711,Mohamed,Ali,Male,1984,Affluent,Verified,2025-08-24,Organic,Cairo,Maadi
C019712,Peter,Samir,Male,2005,Youth,Verified,2023-07-15,Organic,Giza,Faisal
C019713,Reem,Soliman,Female,1979,Mass,Verified,2023-10-18,Merchant Referral,Cairo,Heliopolis
C019714,Omar,Farag,Male,1988,Mass,Verified,2022-05-26,Agent Network,Giza,Mohandessin
C019715,Esraa,Ahmed,Female,1991,Mass,Verified,2023-04-28,Paid Social,Giza,Imbaba - Central
C019716,Mona,Ahmed,Female,1980,Mass,Verified,2022-07-21,Agent Network,Alexandria,Agami - Central
C019717,Sherif,Samir,Male,1975,Mass,Verified,2025-07-31,Referral,Fayoum,Ibshaway - Central
C019718,Ibrahim,Eid,Male,1981,Microbusiness,Verified,2022-06-10,Paid Social,Aswan,Edfu
C019719,Fady,Mansour,Male,1997,Youth,Verified,2024-12-16,Agent Network,Cairo,Downtown
C019720,Hatem,Sayed,Male,1985,Mass,Verified,2024-12-12,Agent Network,Gharbia,Kafr El Zayat - Central
C019721,Sara,Ali,Female,1981,Affluent,Verified,2024-04-28,Referral,Giza,Dokki - Central
C019722,Ziad,Abdelrahman,Male,1981,Mass,Verified,2022-02-05,Merchant Referral,Cairo,Maadi - Central
C019723,Sherif,Mansour,Male,1980,Mass,Verified,2022-10-19,Paid Social,Cairo,Heliopolis
C019724,Mariam,Salah,Female,2000,Youth,Verified,2023-05-26,Referral,Dakahlia,Belqas
C019725,Hager,Ali,Female,1996,Youth,Verified,2024-11-02,Agent Network,Cairo,Nasr City
C019726,Hager,Hassan,Female,1990,Affluent,Verified,2022-04-21,Referral,Beheira,Damanhur - Central
C019727,Sherif,Fathy,Male,1986,Mass,Verified,2024-03-23,Paid Social,Giza,6th of October - Central
C019728,Rania,Soliman,Female,2003,Youth,Verified,2022-06-15,Merchant Referral,Alexandria,Agami
C019729,Fady,Salah,Male,1973,Affluent,Verified,2025-08-06,Referral,Giza,Faisal
C019730,Sara,Ahmed,Female,1994,Affluent,Verified,2022-08-31,Referral,Giza,6th of October
C019731,Nada,Saad,Female,2004,Youth,Verified,2023-11-10,Corporate Campaign,Giza,Dokki - Central
C019732,Rana,Saad,Female,2000,Youth,Verified,2022-01-27,Paid Social,Qalyubia,Khanka - Central
C019733,Mariam,Mostafa,Female,2001,Mass,Verified,2026-02-02,Agent Network,Gharbia,Tanta - Central
C019734,Amr,Rizk,Male,2000,Youth,Verified,2024-03-22,Agent Network,Cairo,Shubra
C019735,Karim,Rizk,Male,1998,Youth,Verified,2024-08-08,Referral,Sharqia,Abu Hammad - Central
C019736,Omar,Hassan,Male,1968,Affluent,Verified,2023-03-06,Paid Social,Beheira,Rashid
C019737,Menna,Ali,Female,1988,Mass,Verified,2025-06-15,Organic,Ismailia,Fayed
C019738,Rania,Mostafa,Female,1977,Mass,Verified,2024-04-21,Corporate Campaign,Cairo,Ain Shams - Central
C019739,Yassin,Shawky,Male,1975,Mass,Verified,2023-12-20,Paid Social,Cairo,New Cairo
C019740,Salma,Rizk,Female,1996,Mass,Verified,2025-05-29,Referral,Qalyubia,Khanka - Central
C019741,Nancy,Hassan,Female,1999,Youth,Verified,2023-07-17,Organic,Fayoum,Fayoum
C019742,Karim,Ahmed,Male,2001,Youth,Verified,2023-05-08,Merchant Referral,Cairo,Nasr City - Central
C019743,Mostafa,Helmy,Male,1999,Youth,Verified,2022-05-18,Paid Social,Giza,Mohandessin - Central
C019744,Fady,Kamal,Male,2005,Youth,Verified,2024-07-24,Paid Social,Sohag,Sohag
C019745,Hassan,Soliman,Male,1983,Mass,Verified,2024-11-06,Agent Network,Giza,Imbaba - Central
C019746,Ali,Helmy,Male,1983,Mass,Verified,2026-04-05,Organic,Beheira,Damanhur
C019747,Nada,Mansour,Female,1982,Mass,Verified,2022-04-07,Corporate Campaign,Cairo,Mokattam - Central
C019748,Ahmed,Ibrahim,Male,1998,Youth,Verified,2026-04-11,Paid Social,Giza,Mohandessin - Central
C019749,Ziad,Samir,Male,1996,Youth,Verified,2022-10-15,Referral,Suez,Suez - Central
C019750,Mahmoud,Eid,Male,2005,Youth,Verified,2023-11-26,Agent Network,South Sinai,Dahab
C019751,Esraa,Sayed,Female,1979,Mass,Verified,2023-09-28,Referral,Gharbia,Zefta
C019752,Sara,Soliman,Female,1978,Mass,Verified,2024-06-30,Paid Social,Ismailia,Ismailia
C019753,Fady,Rizk,Male,1982,Mass,Verified,2022-02-23,Referral,Alexandria,Agami
C019754,Dina,Eid,Female,1974,Affluent,Verified,2026-06-01,Merchant Referral,Alexandria,Smouha
C019755,Mina,Gaber,Male,2007,Youth,Verified,2022-12-20,Organic,Cairo,Downtown
C019756,Ibrahim,Gaber,Male,1986,Mass,Verified,2025-02-26,Referral,Giza,Sheikh Zayed - Central
C019757,Maya,Soliman,Female,1974,Affluent,Pending Review,2024-10-17,Organic,Giza,Imbaba
C019758,Salma,Mahmoud,Female,1999,Youth,Verified,2023-05-30,Paid Social,Sohag,Sohag
C019759,Mohamed,Kamal,Male,1976,Affluent,Verified,2024-10-17,Organic,Qalyubia,Shubra El Kheima - Central
C019760,Ibrahim,Farag,Male,2007,Youth,Verified,2025-03-04,Referral,Beheira,Nubaria - Central
C019761,Menna,Kamal,Female,1984,Mass,Verified,2022-05-29,Paid Social,Dakahlia,Mansoura
C019762,Menna,Ibrahim,Female,1980,Mass,Verified,2025-01-19,Corporate Campaign,Giza,Mohandessin
C019763,Yasmin,Samir,Female,2006,Youth,Verified,2022-06-24,Organic,Cairo,Nasr City
C019764,Khaled,Ibrahim,Male,1982,Mass,Verified,2023-07-03,Referral,Giza,Sheikh Zayed - Central
C019765,Maya,Hassan,Female,2004,Youth,Verified,2022-03-03,Agent Network,Assiut,Assiut - Central
C019766,Ziad,Abdelaziz,Male,1985,Mass,Verified,2025-11-27,Paid Social,Beni Suef,Beni Suef
C019767,Maya,Ahmed,Female,2007,Youth,Verified,2023-01-21,Paid Social,Sohag,Akhmim
C019768,Mohamed,Shawky,Male,1993,Affluent,Verified,2023-02-05,Corporate Campaign,Cairo,Maadi - Central
C019769,Esraa,Salah,Female,2001,Youth,Verified,2023-02-06,Paid Social,Cairo,Heliopolis - Central
C019770,Fady,Ali,Male,2000,Mass,Verified,2024-07-18,Organic,Alexandria,Borg El Arab - Central
C019771,Peter,Eid,Male,2001,Mass,Verified,2024-05-21,Organic,Beheira,Damanhur - Central
C019772,Nour,Helmy,Female,2005,Youth,Verified,2023-10-09,Organic,Giza,Mohandessin
C019773,Yassin,Eid,Male,1972,Microbusiness,Verified,2024-02-17,Organic,Kafr El Sheikh,Kafr El Sheikh - Central
C019774,Mohamed,Salah,Male,1994,Mass,Verified,2026-02-05,Organic,Cairo,Downtown - Central
C019775,Esraa,Saad,Female,2000,Mass,Verified,2023-07-16,Agent Network,Cairo,Heliopolis - Central
C019776,Ziad,Saad,Male,1979,Mass,Verified,2025-07-16,Organic,Damietta,Damietta
C019777,Amr,Ibrahim,Male,1994,Affluent,Verified,2026-01-29,Referral,Luxor,Armant
C019778,Yassin,Sayed,Male,2005,Youth,Verified,2022-06-02,Organic,Giza,Dokki
C019779,Nour,Ali,Female,1994,Mass,Verified,2024-09-05,Referral,Giza,Sheikh Zayed
C019780,Yassin,Rizk,Male,2000,Mass,Verified,2022-11-13,Referral,Giza,Haram - Central
C019781,Dina,Ibrahim,Female,1997,Mass,Verified,2023-01-07,Agent Network,Sharqia,10th of Ramadan - Central
C019782,Farah,Abdelaziz,Female,2005,Youth,Verified,2022-05-13,Organic,Cairo,New Cairo - Central
C019783,Heba,Fathy,Female,2007,Youth,Restricted,2025-12-15,Paid Social,Beheira,Rashid - Central
C019784,Mona,Abdelaziz,Female,2005,Youth,Verified,2023-04-09,Corporate Campaign,Giza,Imbaba - Central
C019785,Amr,Sayed,Male,1977,Mass,Verified,2024-01-12,Paid Social,Qalyubia,Banha
C019786,Mina,Eid,Male,1986,Mass,Verified,2022-06-03,Paid Social,Qena,Nag Hammadi
C019787,Hager,Salah,Female,1999,Youth,Verified,2022-08-22,Merchant Referral,Cairo,Mokattam - Central
C019788,Reem,Gaber,Female,1978,Microbusiness,Verified,2022-12-24,Agent Network,Luxor,Esna
C019789,Farah,Gaber,Female,1990,Mass,Verified,2022-01-27,Agent Network,Cairo,Downtown - Central
C019790,Mariam,Kamal,Female,1989,Affluent,Verified,2022-12-28,Agent Network,Alexandria,Sidi Gaber - Central
C019791,Mina,Shawky,Male,1975,Mass,Verified,2022-05-23,Organic,Qalyubia,Khanka - Central
C019792,Fady,Soliman,Male,1977,Mass,Verified,2026-05-06,Agent Network,Cairo,Heliopolis
C019793,Karim,Mansour,Male,1987,Mass,Verified,2023-11-17,Organic,Cairo,New Cairo
C019794,Reem,Gaber,Female,1996,Youth,Verified,2024-11-21,Merchant Referral,Cairo,New Cairo
C019795,Mariam,Shawky,Female,1991,Mass,Verified,2023-02-20,Referral,Cairo,Ain Shams
C019796,Mahmoud,Mostafa,Male,1992,Mass,Verified,2023-05-20,Merchant Referral,Assiut,Assiut - Central
C019797,Fady,Mostafa,Male,1972,Microbusiness,Verified,2022-05-08,Agent Network,Gharbia,El Mahalla El Kubra
C019798,Ahmed,Kamal,Male,1978,Mass,Verified,2022-09-02,Referral,Alexandria,Stanley - Central
C019799,Sara,Gaber,Female,2000,Youth,Verified,2023-04-04,Merchant Referral,Monufia,Sadat City
C019800,Mohamed,Mostafa,Male,1985,Mass,Verified,2024-10-18,Organic,Damietta,Damietta - Central
C019801,Khaled,Ali,Male,1976,Mass,Verified,2024-06-10,Paid Social,Giza,Sheikh Zayed - Central
C019802,Youssef,Helmy,Male,1976,Mass,Verified,2022-08-21,Referral,Assiut,New Assiut
C019803,Ziad,Eid,Male,1984,Affluent,Verified,2022-01-02,Agent Network,Qalyubia,Qalyub
C019804,Rana,Shawky,Female,1984,Mass,Verified,2023-12-22,Paid Social,Giza,Dokki
C019805,Mona,Shawky,Female,1977,Microbusiness,Verified,2024-07-02,Agent Network,Dakahlia,Belqas
C019806,Nada,Gaber,Female,1980,Mass,Verified,2025-08-19,Organic,Qalyubia,Shubra El Kheima - Central
C019807,Nancy,Fouad,Female,1975,Mass,Verified,2023-10-09,Agent Network,Cairo,Shubra - Central
C019808,Hassan,Mansour,Male,2000,Youth,Verified,2026-06-03,Organic,Suez,Ain Sokhna
C019809,Esraa,Ashraf,Female,2000,Mass,Verified,2025-02-13,Paid Social,Giza,Sheikh Zayed - Central
C019810,Ali,Ahmed,Male,1993,Mass,Verified,2025-02-14,Corporate Campaign,Aswan,Edfu
C019811,Farah,Hassan,Female,1991,Mass,Verified,2024-02-20,Agent Network,Giza,6th of October
C019812,Mahmoud,Fathy,Male,1997,Mass,Verified,2022-09-05,Organic,Sharqia,10th of Ramadan - Central
C019813,Ali,Ali,Male,2001,Mass,Verified,2024-04-07,Corporate Campaign,Cairo,New Cairo
C019814,Mostafa,Hassan,Male,1970,Microbusiness,Verified,2023-01-04,Organic,Sharqia,Minya Al Qamh - Central
C019815,Hager,Shawky,Female,1987,Mass,Verified,2022-06-08,Paid Social,Alexandria,Agami
C019816,Ahmed,Ali,Male,1977,Mass,Verified,2024-10-21,Merchant Referral,Qena,Qus
C019817,Mahmoud,Hassan,Male,1985,Affluent,Verified,2023-02-21,Agent Network,Qena,Qena
C019818,Mina,Helmy,Male,1994,Mass,Verified,2024-12-25,Paid Social,Ismailia,Fayed
C019819,Esraa,Mansour,Female,1978,Mass,Verified,2023-02-16,Merchant Referral,Giza,6th of October - Central
C019820,Ali,Mostafa,Male,1997,Youth,Verified,2023-11-09,Referral,Dakahlia,Aga - Central
C019821,Omar,Shawky,Male,1983,Mass,Verified,2022-11-16,Referral,Giza,6th of October
C019822,Ahmed,Fouad,Male,1996,Mass,Verified,2022-05-23,Merchant Referral,Alexandria,Smouha - Central
C019823,Mohamed,Eid,Male,1997,Youth,Verified,2023-09-21,Referral,Matrouh,El Alamein
C019824,Mona,Sayed,Female,1983,Mass,Verified,2025-07-21,Agent Network,Cairo,Ain Shams - Central
C019825,Fady,Samir,Male,1999,Youth,Verified,2022-10-05,Organic,Matrouh,Siwa
C019826,Sherif,Sayed,Male,1976,Mass,Verified,2026-03-16,Agent Network,Cairo,Shubra
C019827,Mohamed,Mahmoud,Male,1981,Mass,Verified,2026-01-25,Organic,Giza,Mohandessin - Central
C019828,Khaled,Eid,Male,1983,Mass,Verified,2022-01-17,Corporate Campaign,Dakahlia,Talkha
C019829,Menna,Samir,Female,1989,Mass,Verified,2025-01-18,Corporate Campaign,Qalyubia,Khanka - Central
C019830,Karim,Helmy,Male,1975,Mass,Verified,2022-06-23,Organic,Giza,Mohandessin - Central
C019831,Ali,Ali,Male,1985,Mass,Verified,2022-12-12,Organic,Alexandria,Sidi Gaber - Central
C019832,Jana,Mostafa,Female,1986,Microbusiness,Verified,2024-12-07,Merchant Referral,Cairo,Ain Shams
C019833,Peter,Ali,Male,1984,Mass,Verified,2023-12-25,Referral,Giza,Dokki - Central
C019834,Salma,Abdelrahman,Female,1985,Affluent,Verified,2024-11-11,Organic,Beheira,Rashid - Central
C019835,Omar,Soliman,Male,1997,Mass,Verified,2023-01-10,Referral,Minya,Minya - Central
C019836,Mona,Ashraf,Female,1994,Mass,Verified,2024-06-06,Organic,Giza,Mohandessin
C019837,Ahmed,Shawky,Male,1978,Mass,Verified,2026-04-11,Referral,Giza,Mohandessin - Central
C019838,Rana,Ali,Female,2006,Youth,Verified,2023-08-08,Organic,Beni Suef,New Beni Suef
C019839,Khaled,Mahmoud,Male,2005,Youth,Verified,2022-01-30,Organic,Cairo,Ain Shams
C019840,Youssef,Mansour,Male,1996,Youth,Verified,2025-10-01,Referral,Gharbia,Tanta - Central
C019841,Ziad,Mostafa,Male,1992,Mass,Verified,2026-06-07,Organic,Qalyubia,Banha
C019842,Khaled,Ali,Male,1997,Mass,Verified,2025-12-05,Agent Network,North Sinai,Arish
C019843,Ali,Fouad,Male,1979,Affluent,Verified,2024-07-18,Referral,Red Sea,Hurghada
C019844,Mostafa,Sayed,Male,1986,Mass,Verified,2026-03-28,Referral,Giza,Mohandessin - Central
C019845,Nour,Ali,Female,1991,Mass,Verified,2023-01-20,Corporate Campaign,Cairo,New Cairo
C019846,Salma,Fathy,Female,1999,Youth,Verified,2022-06-27,Referral,Giza,Mohandessin - Central
C019847,Farah,Saad,Female,2006,Youth,Verified,2023-05-01,Corporate Campaign,Gharbia,Zefta
C019848,Khaled,Fouad,Male,2007,Youth,Verified,2023-08-24,Organic,Sharqia,Abu Hammad
C019849,Mina,Fouad,Male,1998,Mass,Verified,2026-05-31,Corporate Campaign,Assiut,New Assiut - Central
C019850,Karim,Mansour,Male,2000,Youth,Verified,2023-01-18,Organic,Giza,Haram - Central
C019851,Ali,Mahmoud,Male,1977,Mass,Verified,2024-07-30,Referral,Beni Suef,Beni Suef
C019852,Mariam,Mansour,Female,1993,Mass,Verified,2023-09-16,Organic,Sohag,Akhmim
C019853,Mina,Hassan,Male,2000,Mass,Verified,2024-06-03,Paid Social,Cairo,Maadi - Central
C019854,Amr,Farag,Male,1977,Mass,Verified,2024-05-26,Paid Social,Kafr El Sheikh,Kafr El Sheikh
C019855,Maya,Ibrahim,Female,1998,Mass,Verified,2025-10-31,Organic,Alexandria,Sidi Gaber
C019856,Yassin,Soliman,Male,1976,Mass,Verified,2025-07-10,Organic,Cairo,Maadi
C019857,Amr,Ahmed,Male,1987,Mass,Verified,2024-04-04,Agent Network,Giza,Mohandessin - Central
C019858,Rana,Fathy,Female,2007,Youth,Pending Review,2023-02-24,Paid Social,Cairo,Downtown
C019859,Mohamed,Kamal,Male,2007,Youth,Verified,2023-03-14,Paid Social,Cairo,Downtown - Central
C019860,Amr,Shawky,Male,2001,Youth,Verified,2023-08-23,Paid Social,Alexandria,Smouha
C019861,Esraa,Abdelaziz,Female,2005,Youth,Verified,2025-10-22,Paid Social,Cairo,Nasr City - Central
C019862,Aya,Mahmoud,Female,1997,Mass,Verified,2022-02-22,Organic,Giza,Sheikh Zayed
C019863,Aya,Eid,Female,1990,Mass,Verified,2025-07-16,Merchant Referral,Giza,Sheikh Zayed
C019864,Mahmoud,Helmy,Male,1979,Mass,Verified,2024-03-02,Corporate Campaign,Sharqia,Belbeis
C019865,Mariam,Ashraf,Female,1982,Mass,Verified,2025-12-19,Paid Social,Matrouh,Siwa
C019866,Ziad,Salah,Male,1997,Youth,Verified,2023-02-20,Paid Social,Dakahlia,Aga - Central
C019867,Maya,Abdelrahman,Female,1988,Mass,Verified,2024-02-22,Referral,Alexandria,Agami
C019868,Rana,Soliman,Female,1982,Mass,Verified,2023-03-13,Merchant Referral,Giza,Haram
C019869,Rana,Samir,Female,1972,Microbusiness,Verified,2023-08-02,Paid Social,Cairo,Heliopolis - Central
C019870,Sherif,Helmy,Male,1977,Mass,Verified,2023-02-27,Organic,Gharbia,Kafr El Zayat
C019871,Yassin,Shawky,Male,1998,Mass,Verified,2022-12-29,Paid Social,Alexandria,Smouha
C019872,Mohamed,Abdelaziz,Male,1999,Mass,Verified,2023-07-31,Organic,Gharbia,Kafr El Zayat - Central
C019873,Ahmed,Ibrahim,Male,1986,Mass,Verified,2023-10-12,Corporate Campaign,Minya,Samalut - Central
C019874,Hager,Rizk,Female,1979,Mass,Verified,2023-03-02,Paid Social,Beheira,Kafr El Dawwar - Central
C019875,Yasmin,Gaber,Female,1982,Mass,Verified,2023-05-24,Agent Network,Alexandria,Miami
C019876,Hatem,Ahmed,Male,1986,Mass,Verified,2023-07-08,Agent Network,Kafr El Sheikh,Baltim - Central
C019877,Mohamed,Fathy,Male,1990,Mass,Verified,2024-10-18,Referral,Giza,Dokki - Central
C019878,Maya,Helmy,Female,1970,Affluent,Verified,2023-11-26,Paid Social,Giza,Sheikh Zayed - Central
C019879,Hatem,Ali,Male,1967,Affluent,Verified,2024-05-07,Corporate Campaign,Alexandria,Borg El Arab
C019880,Fady,Mansour,Male,1966,Affluent,Verified,2022-04-20,Organic,Alexandria,Smouha
C019881,Ibrahim,Helmy,Male,1997,Youth,Verified,2022-06-29,Paid Social,Cairo,Heliopolis
C019882,Peter,Fouad,Male,1996,Youth,Verified,2025-10-10,Organic,Kafr El Sheikh,Desouk
C019883,Ahmed,Sayed,Male,1990,Affluent,Verified,2023-04-08,Paid Social,Beni Suef,Nasser
C019884,Rania,Saad,Female,1992,Affluent,Verified,2025-12-12,Corporate Campaign,Cairo,Mokattam
C019885,Khaled,Gaber,Male,1974,Microbusiness,Verified,2024-09-02,Agent Network,Suez,Ain Sokhna
C019886,Reem,Abdelrahman,Female,1996,Mass,Verified,2023-10-08,Paid Social,Beheira,Kafr El Dawwar - Central
C019887,Sherif,Nassar,Male,1985,Mass,Verified,2022-11-07,Organic,Cairo,Ain Shams - Central
C019888,Maya,Eid,Female,1997,Mass,Verified,2023-02-01,Agent Network,Cairo,Shubra - Central
C019889,Esraa,Fathy,Female,1984,Affluent,Verified,2025-12-24,Organic,Cairo,Nasr City - Central
C019890,Mona,Mahmoud,Female,1978,Mass,Verified,2024-04-27,Paid Social,Assiut,Manfalut - Central
C019891,Yasmin,Mansour,Female,1981,Mass,Verified,2023-05-20,Referral,Giza,Unknown
C019892,Heba,Ashraf,Female,1991,Mass,Verified,2024-03-12,Organic,Sharqia,Belbeis - Central
C019893,Ahmed,Nassar,Male,1996,Mass,Verified,2025-06-19,Organic,Port Said,Port Said
C019894,Omar,Ashraf,Male,1976,Mass,Verified,2024-11-16,Organic,Aswan,Kom Ombo
C019895,Rana,Nassar,Female,1983,Mass,Verified,2022-04-23,Paid Social,Beheira,Damanhur - Central
C019896,Nada,Eid,Female,1988,Affluent,Verified,2023-05-31,Merchant Referral,Alexandria,Smouha - Central
C019897,Aya,Mahmoud,Female,2003,Youth,Verified,2023-04-27,Organic,Giza,Faisal
C019898,Mohamed,Fouad,Male,1990,Mass,Verified,2024-10-23,Organic,Cairo,Nasr City
C019899,Esraa,Hassan,Female,1969,Affluent,Verified,2025-01-21,Agent Network,Giza,Faisal
C019900,Ahmed,Saad,Male,1989,Mass,Verified,2025-07-05,Merchant Referral,Alexandria,Smouha
C019901,Yassin,Abdelrahman,Male,1981,Mass,Verified,2025-10-20,Referral,Cairo,Shubra
C019902,Nada,Shawky,Female,2006,Youth,Verified,2022-02-02,Merchant Referral,Assiut,New Assiut
C019903,Mohamed,Saad,Male,1997,Youth,Verified,2022-11-04,Agent Network,Cairo,Ain Shams - Central
C019904,Youssef,Ashraf,Male,2000,Mass,Verified,2022-10-04,Referral,Cairo,New Cairo
C019905,Maya,Gaber,Female,1967,Affluent,Verified,2023-10-21,Referral,Damietta,Ras El Bar
